regiao;municipio;atividade;produção;ano;valor
Serra;Marques de Souza;Fruticultura;Baixa;2016;40000
Serra;Marques de Souza;Fruticultura;Baixa;2017;40000
Serra;Marques de Souza;Fruticultura;Baixa;2018;40000
Serra;Mato Leitão;Fruticultura;Alta;2015;42250
Serra;Mato Leitão;Fruticultura;Alta;2016;46140
Serra;Mato Leitão;Fruticultura;Alta;2017;47916
Serra;Mato Leitão;Fruticultura;Alta;2018;49000
Serra;Mato Leitão;Fruticultura;Baixa;2015;40000
Serra;Mato Leitão;Fruticultura;Baixa;2016;40000
Serra;Mato Leitão;Fruticultura;Baixa;2017;40000
Serra;Mato Leitão;Fruticultura;Baixa;2018;40000
Serra;Montauri;Fruticultura;Alta;2015;42250
Serra;Montauri;Fruticultura;Alta;2016;46140
Serra;Montauri;Fruticultura;Alta;2017;47916
Serra;Montauri;Fruticultura;Alta;2018;49000
Serra;Montauri;Fruticultura;Baixa;2015;40000
Serra;Montauri;Fruticultura;Baixa;2016;40000
Serra;Montauri;Fruticultura;Baixa;2017;40000
Serra;Montauri;Fruticultura;Baixa;2018;40000
Serra;Monte Belo do Sul;Fruticultura;Alta;2015;42250
Serra;Monte Belo do Sul;Fruticultura;Alta;2016;46140
Serra;Monte Belo do Sul;Fruticultura;Alta;2017;47916
Serra;Monte Belo do Sul;Fruticultura;Alta;2018;49000
Serra;Monte Belo do Sul;Fruticultura;Baixa;2015;40000
Serra;Monte Belo do Sul;Fruticultura;Baixa;2016;40000
Serra;Monte Belo do Sul;Fruticultura;Baixa;2017;40000
Serra;Monte Belo do Sul;Fruticultura;Baixa;2018;40000
Serra;Montenegro;Fruticultura;Alta;2015;42250
Serra;Montenegro;Fruticultura;Alta;2016;46140
Serra;Montenegro;Fruticultura;Alta;2017;47916
Serra;Montenegro;Fruticultura;Alta;2018;49000
Serra;Montenegro;Fruticultura;Baixa;2015;40000
Serra;Montenegro;Fruticultura;Baixa;2016;40000
Serra;Montenegro;Fruticultura;Baixa;2017;40000
Serra;Montenegro;Fruticultura;Baixa;2018;40000
Serra;Mormaço;Fruticultura;Alta;2015;42250
Serra;Mormaço;Fruticultura;Alta;2016;46140
Serra;Mormaço;Fruticultura;Alta;2017;47916
Serra;Mormaço;Fruticultura;Alta;2018;49000
Serra;Mormaço;Fruticultura;Baixa;2015;40000
Serra;Mormaço;Fruticultura;Baixa;2016;40000
Serra;Mormaço;Fruticultura;Baixa;2017;40000
Serra;Mormaço;Fruticultura;Baixa;2018;40000
Serra;Morro Reuter;Fruticultura;Alta;2015;42250
Serra;Morro Reuter;Fruticultura;Alta;2016;46140
Serra;Morro Reuter;Fruticultura;Alta;2017;47916
Serra;Morro Reuter;Fruticultura;Alta;2018;49000
Serra;Morro Reuter;Fruticultura;Baixa;2015;40000
Serra;Morro Reuter;Fruticultura;Baixa;2016;40000
Serra;Morro Reuter;Fruticultura;Baixa;2017;40000
Serra;Morro Reuter;Fruticultura;Baixa;2018;40000
Serra;Muçum;Fruticultura;Alta;2015;42250
Serra;Muçum;Fruticultura;Alta;2016;46140
Serra;Muçum;Fruticultura;Alta;2017;47916
Serra;Muçum;Fruticultura;Alta;2018;49000
Serra;Muçum;Fruticultura;Baixa;2015;40000
Serra;Muçum;Fruticultura;Baixa;2016;40000
Serra;Muçum;Fruticultura;Baixa;2017;40000
Serra;Muçum;Fruticultura;Baixa;2018;40000
Serra;Nova Alvorada;Fruticultura;Alta;2015;42250
Serra;Nova Alvorada;Fruticultura;Alta;2016;46140
Serra;Nova Alvorada;Fruticultura;Alta;2017;47916
Serra;Nova Alvorada;Fruticultura;Alta;2018;49000
Serra;Nova Alvorada;Fruticultura;Baixa;2015;40000
Serra;Nova Alvorada;Fruticultura;Baixa;2016;40000
Serra;Nova Alvorada;Fruticultura;Baixa;2017;40000
Serra;Nova Alvorada;Fruticultura;Baixa;2018;40000
Serra;Nova Araçá;Fruticultura;Alta;2015;42250
Serra;Nova Araçá;Fruticultura;Alta;2016;46140
Serra;Nova Araçá;Fruticultura;Alta;2017;47916
Serra;Nova Araçá;Fruticultura;Alta;2018;49000
Serra;Nova Araçá;Fruticultura;Baixa;2015;40000
Serra;Nova Araçá;Fruticultura;Baixa;2016;40000
Serra;Nova Araçá;Fruticultura;Baixa;2017;40000
Serra;Nova Araçá;Fruticultura;Baixa;2018;40000
Serra;Nova Bassano;Fruticultura;Alta;2015;42250
Serra;Nova Bassano;Fruticultura;Alta;2016;46140
Serra;Nova Bassano;Fruticultura;Alta;2017;47916
Serra;Nova Bassano;Fruticultura;Alta;2018;49000
Serra;Nova Bassano;Fruticultura;Baixa;2015;40000
Serra;Nova Bassano;Fruticultura;Baixa;2016;40000
Serra;Nova Bassano;Fruticultura;Baixa;2017;40000
Serra;Nova Bassano;Fruticultura;Baixa;2018;40000
Serra;Nova Bréscia;Fruticultura;Alta;2015;42250
Serra;Nova Bréscia;Fruticultura;Alta;2016;46140
Serra;Nova Bréscia;Fruticultura;Alta;2017;47916
Serra;Nova Bréscia;Fruticultura;Alta;2018;49000
Serra;Nova Bréscia;Fruticultura;Baixa;2015;40000
Serra;Nova Bréscia;Fruticultura;Baixa;2016;40000
Serra;Nova Bréscia;Fruticultura;Baixa;2017;40000
Serra;Nova Bréscia;Fruticultura;Baixa;2018;40000
Serra;Nova Hartz;Fruticultura;Alta;2015;42250
Serra;Nova Hartz;Fruticultura;Alta;2016;46140
Serra;Nova Hartz;Fruticultura;Alta;2017;47916
Serra;Nova Hartz;Fruticultura;Alta;2018;49000
Serra;Nova Hartz;Fruticultura;Baixa;2015;40000
Serra;Nova Hartz;Fruticultura;Baixa;2016;40000
Serra;Nova Hartz;Fruticultura;Baixa;2017;40000
Serra;Nova Hartz;Fruticultura;Baixa;2018;40000
Serra;Nova Pádua;Fruticultura;Alta;2015;42250
Serra;Nova Pádua;Fruticultura;Alta;2016;46140
Serra;Nova Pádua;Fruticultura;Alta;2017;47916
Serra;Nova Pádua;Fruticultura;Alta;2018;49000
Serra;Nova Pádua;Fruticultura;Baixa;2015;40000
Serra;Nova Pádua;Fruticultura;Baixa;2016;40000
Serra;Nova Pádua;Fruticultura;Baixa;2017;40000
Serra;Nova Pádua;Fruticultura;Baixa;2018;40000
Serra;Nova Petrópolis;Fruticultura;Alta;2015;42250
Serra;Nova Petrópolis;Fruticultura;Alta;2016;46140
Serra;Nova Petrópolis;Fruticultura;Alta;2017;47916
Serra;Nova Petrópolis;Fruticultura;Alta;2018;49000
Serra;Nova Petrópolis;Fruticultura;Baixa;2015;40000
Serra;Nova Petrópolis;Fruticultura;Baixa;2016;40000
Serra;Nova Petrópolis;Fruticultura;Baixa;2017;40000
Serra;Nova Petrópolis;Fruticultura;Baixa;2018;40000
Serra;Nova Prata;Fruticultura;Alta;2015;42250
Serra;Nova Prata;Fruticultura;Alta;2016;46140
Serra;Nova Prata;Fruticultura;Alta;2017;47916
Serra;Nova Prata;Fruticultura;Alta;2018;49000
Serra;Nova Prata;Fruticultura;Baixa;2015;40000
Serra;Nova Prata;Fruticultura;Baixa;2016;40000
Serra;Nova Prata;Fruticultura;Baixa;2017;40000
Serra;Nova Prata;Fruticultura;Baixa;2018;40000
Serra;Nova Roma do Sul;Fruticultura;Alta;2015;42250
Serra;Nova Roma do Sul;Fruticultura;Alta;2016;46140
Serra;Nova Roma do Sul;Fruticultura;Alta;2017;47916
Serra;Nova Roma do Sul;Fruticultura;Alta;2018;49000
Serra;Nova Roma do Sul;Fruticultura;Baixa;2015;40000
Serra;Nova Roma do Sul;Fruticultura;Baixa;2016;40000
Serra;Nova Roma do Sul;Fruticultura;Baixa;2017;40000
Serra;Nova Roma do Sul;Fruticultura;Baixa;2018;40000
Serra;Nova Santa Rita;Fruticultura;Alta;2015;42250
Serra;Nova Santa Rita;Fruticultura;Alta;2016;46140
Serra;Nova Santa Rita;Fruticultura;Alta;2017;47916
Serra;Nova Santa Rita;Fruticultura;Alta;2018;49000
Serra;Nova Santa Rita;Fruticultura;Baixa;2015;40000
Serra;Nova Santa Rita;Fruticultura;Baixa;2016;40000
Serra;Nova Santa Rita;Fruticultura;Baixa;2017;40000
Serra;Nova Santa Rita;Fruticultura;Baixa;2018;40000
Serra;Paraí;Fruticultura;Alta;2015;42250
Serra;Paraí;Fruticultura;Alta;2016;46140
Serra;Paraí;Fruticultura;Alta;2017;47916
Serra;Paraí;Fruticultura;Alta;2018;49000
Serra;Paraí;Fruticultura;Baixa;2015;40000
Serra;Paraí;Fruticultura;Baixa;2016;40000
Serra;Paraí;Fruticultura;Baixa;2017;40000
Serra;Paraí;Fruticultura;Baixa;2018;40000
Serra;Pareci Novo;Fruticultura;Alta;2015;42250
Serra;Pareci Novo;Fruticultura;Alta;2016;46140
Serra;Pareci Novo;Fruticultura;Alta;2017;47916
Serra;Pareci Novo;Fruticultura;Alta;2018;49000
Serra;Pareci Novo;Fruticultura;Baixa;2015;40000
Serra;Pareci Novo;Fruticultura;Baixa;2016;40000
Serra;Pareci Novo;Fruticultura;Baixa;2017;40000
Serra;Pareci Novo;Fruticultura;Baixa;2018;40000
Serra;Passo do Sobrado;Fruticultura;Alta;2015;42250
Serra;Passo do Sobrado;Fruticultura;Alta;2016;46140
Serra;Passo do Sobrado;Fruticultura;Alta;2017;47916
Serra;Passo do Sobrado;Fruticultura;Alta;2018;49000
Serra;Passo do Sobrado;Fruticultura;Baixa;2015;40000
Serra;Passo do Sobrado;Fruticultura;Baixa;2016;40000
Serra;Passo do Sobrado;Fruticultura;Baixa;2017;40000
Serra;Passo do Sobrado;Fruticultura;Baixa;2018;40000
Serra;Paverama;Fruticultura;Alta;2015;42250
Serra;Paverama;Fruticultura;Alta;2016;46140
Serra;Paverama;Fruticultura;Alta;2017;47916
Serra;Paverama;Fruticultura;Alta;2018;49000
Serra;Paverama;Fruticultura;Baixa;2015;40000
Serra;Paverama;Fruticultura;Baixa;2016;40000
Serra;Paverama;Fruticultura;Baixa;2017;40000
Serra;Paverama;Fruticultura;Baixa;2018;40000
Serra;Picada Café;Fruticultura;Alta;2015;42250
Serra;Picada Café;Fruticultura;Alta;2016;46140
Serra;Picada Café;Fruticultura;Alta;2017;47916
Serra;Picada Café;Fruticultura;Alta;2018;49000
Serra;Picada Café;Fruticultura;Baixa;2015;40000
Serra;Picada Café;Fruticultura;Baixa;2016;40000
Serra;Picada Café;Fruticultura;Baixa;2017;40000
Serra;Picada Café;Fruticultura;Baixa;2018;40000
Serra;Poço das Antas;Fruticultura;Alta;2015;42250
Serra;Poço das Antas;Fruticultura;Alta;2016;46140
Serra;Poço das Antas;Fruticultura;Alta;2017;47916
Serra;Poço das Antas;Fruticultura;Alta;2018;49000
Serra;Poço das Antas;Fruticultura;Baixa;2015;40000
Serra;Poço das Antas;Fruticultura;Baixa;2016;40000
Serra;Poço das Antas;Fruticultura;Baixa;2017;40000
Serra;Poço das Antas;Fruticultura;Baixa;2018;40000
Serra;Portão;Fruticultura;Alta;2015;42250
Serra;Portão;Fruticultura;Alta;2016;46140
Serra;Portão;Fruticultura;Alta;2017;47916
Serra;Portão;Fruticultura;Alta;2018;49000
Serra;Portão;Fruticultura;Baixa;2015;40000
Serra;Portão;Fruticultura;Baixa;2016;40000
Serra;Portão;Fruticultura;Baixa;2017;40000
Serra;Portão;Fruticultura;Baixa;2018;40000
Serra;Pouso Novo;Fruticultura;Alta;2015;42250
Serra;Pouso Novo;Fruticultura;Alta;2016;46140
Serra;Pouso Novo;Fruticultura;Alta;2017;47916
Serra;Pouso Novo;Fruticultura;Alta;2018;49000
Serra;Pouso Novo;Fruticultura;Baixa;2015;40000
Serra;Pouso Novo;Fruticultura;Baixa;2016;40000
Serra;Pouso Novo;Fruticultura;Baixa;2017;40000
Serra;Pouso Novo;Fruticultura;Baixa;2018;40000
Serra;Presidente Lucena;Fruticultura;Alta;2015;42250
Serra;Presidente Lucena;Fruticultura;Alta;2016;46140
Serra;Presidente Lucena;Fruticultura;Alta;2017;47916
Serra;Presidente Lucena;Fruticultura;Alta;2018;49000
Serra;Presidente Lucena;Fruticultura;Baixa;2015;40000
Serra;Presidente Lucena;Fruticultura;Baixa;2016;40000
Serra;Presidente Lucena;Fruticultura;Baixa;2017;40000
Serra;Presidente Lucena;Fruticultura;Baixa;2018;40000
Serra;Progresso;Fruticultura;Alta;2015;42250
Serra;Progresso;Fruticultura;Alta;2016;46140
Serra;Progresso;Fruticultura;Alta;2017;47916
Serra;Progresso;Fruticultura;Alta;2018;49000
Serra;Progresso;Fruticultura;Baixa;2015;40000
Serra;Progresso;Fruticultura;Baixa;2016;40000
Serra;Progresso;Fruticultura;Baixa;2017;40000
Serra;Progresso;Fruticultura;Baixa;2018;40000
Serra;Protásio Alves;Fruticultura;Alta;2015;42250
Serra;Protásio Alves;Fruticultura;Alta;2016;46140
Serra;Protásio Alves;Fruticultura;Alta;2017;47916
Serra;Protásio Alves;Fruticultura;Alta;2018;49000
Serra;Protásio Alves;Fruticultura;Baixa;2015;40000
Serra;Protásio Alves;Fruticultura;Baixa;2016;40000
Serra;Protásio Alves;Fruticultura;Baixa;2017;40000
Serra;Protásio Alves;Fruticultura;Baixa;2018;40000
Serra;Putinga;Fruticultura;Alta;2015;42250
Serra;Putinga;Fruticultura;Alta;2016;46140
Serra;Putinga;Fruticultura;Alta;2017;47916
Serra;Putinga;Fruticultura;Alta;2018;49000
Serra;Putinga;Fruticultura;Baixa;2015;40000
Serra;Putinga;Fruticultura;Baixa;2016;40000
Serra;Putinga;Fruticultura;Baixa;2017;40000
Serra;Putinga;Fruticultura;Baixa;2018;40000
Serra;Relvado;Fruticultura;Alta;2015;42250
Serra;Relvado;Fruticultura;Alta;2016;46140
Serra;Relvado;Fruticultura;Alta;2017;47916
Serra;Relvado;Fruticultura;Alta;2018;49000
Serra;Relvado;Fruticultura;Baixa;2015;40000
Serra;Relvado;Fruticultura;Baixa;2016;40000
Serra;Relvado;Fruticultura;Baixa;2017;40000
Serra;Relvado;Fruticultura;Baixa;2018;40000
Serra;Roca Sales;Fruticultura;Alta;2015;42250
Serra;Roca Sales;Fruticultura;Alta;2016;46140
Serra;Roca Sales;Fruticultura;Alta;2017;47916
Serra;Roca Sales;Fruticultura;Alta;2018;49000
Serra;Roca Sales;Fruticultura;Baixa;2015;40000
Serra;Roca Sales;Fruticultura;Baixa;2016;40000
Serra;Roca Sales;Fruticultura;Baixa;2017;40000
Serra;Roca Sales;Fruticultura;Baixa;2018;40000
Serra;Salvador do Sul;Fruticultura;Alta;2015;42250
Serra;Salvador do Sul;Fruticultura;Alta;2016;46140
Serra;Salvador do Sul;Fruticultura;Alta;2017;47916
Serra;Salvador do Sul;Fruticultura;Alta;2018;49000
Serra;Salvador do Sul;Fruticultura;Baixa;2015;40000
Serra;Salvador do Sul;Fruticultura;Baixa;2016;40000
Serra;Salvador do Sul;Fruticultura;Baixa;2017;40000
Serra;Salvador do Sul;Fruticultura;Baixa;2018;40000
Serra;Santa Clara do Sul;Fruticultura;Alta;2015;42250
Serra;Santa Clara do Sul;Fruticultura;Alta;2016;46140
Serra;Santa Clara do Sul;Fruticultura;Alta;2017;47916
Serra;Santa Clara do Sul;Fruticultura;Alta;2018;49000
Serra;Santa Clara do Sul;Fruticultura;Baixa;2015;40000
Serra;Santa Clara do Sul;Fruticultura;Baixa;2016;40000
Serra;Santa Clara do Sul;Fruticultura;Baixa;2017;40000
Serra;Santa Clara do Sul;Fruticultura;Baixa;2018;40000
Serra;Santa Cruz do Sul;Fruticultura;Alta;2015;42250
Serra;Santa Cruz do Sul;Fruticultura;Alta;2016;46140
Serra;Santa Cruz do Sul;Fruticultura;Alta;2017;47916
Serra;Santa Cruz do Sul;Fruticultura;Alta;2018;49000
Serra;Santa Cruz do Sul;Fruticultura;Baixa;2015;40000
Serra;Santa Cruz do Sul;Fruticultura;Baixa;2016;40000
Serra;Santa Cruz do Sul;Fruticultura;Baixa;2017;40000
Serra;Santa Cruz do Sul;Fruticultura;Baixa;2018;40000
Serra;Santa Maria do Herval;Fruticultura;Alta;2015;42250
Serra;Santa Maria do Herval;Fruticultura;Alta;2016;46140
Serra;Santa Maria do Herval;Fruticultura;Alta;2017;47916
Serra;Santa Maria do Herval;Fruticultura;Alta;2018;49000
Serra;Santa Maria do Herval;Fruticultura;Baixa;2015;40000
Serra;Santa Maria do Herval;Fruticultura;Baixa;2016;40000
Serra;Santa Maria do Herval;Fruticultura;Baixa;2017;40000
Serra;Santa Maria do Herval;Fruticultura;Baixa;2018;40000
Serra;Santa Tereza;Fruticultura;Alta;2015;42250
Serra;Santa Tereza;Fruticultura;Alta;2016;46140
Serra;Santa Tereza;Fruticultura;Alta;2017;47916
Serra;Santa Tereza;Fruticultura;Alta;2018;49000
Serra;Santa Tereza;Fruticultura;Baixa;2015;40000
Serra;Santa Tereza;Fruticultura;Baixa;2016;40000
Serra;Santa Tereza;Fruticultura;Baixa;2017;40000
Serra;Santa Tereza;Fruticultura;Baixa;2018;40000
Serra;Santo Antônio do Palma;Fruticultura;Alta;2015;42250
Serra;Santo Antônio do Palma;Fruticultura;Alta;2016;46140
Serra;Santo Antônio do Palma;Fruticultura;Alta;2017;47916
Serra;Santo Antônio do Palma;Fruticultura;Alta;2018;49000
Serra;Santo Antônio do Palma;Fruticultura;Baixa;2015;40000
Serra;Santo Antônio do Palma;Fruticultura;Baixa;2016;40000
Serra;Santo Antônio do Palma;Fruticultura;Baixa;2017;40000
Serra;Santo Antônio do Palma;Fruticultura;Baixa;2018;40000
Serra;São Domingos do Sul;Fruticultura;Alta;2015;42250
Serra;São Domingos do Sul;Fruticultura;Alta;2016;46140
Serra;São Domingos do Sul;Fruticultura;Alta;2017;47916
Serra;São Domingos do Sul;Fruticultura;Alta;2018;49000
Serra;São Domingos do Sul;Fruticultura;Baixa;2015;40000
Serra;São Domingos do Sul;Fruticultura;Baixa;2016;40000
Serra;São Domingos do Sul;Fruticultura;Baixa;2017;40000
Serra;São Domingos do Sul;Fruticultura;Baixa;2018;40000
Serra;São Jorge;Fruticultura;Alta;2015;42250
Serra;São Jorge;Fruticultura;Alta;2016;46140
Serra;São Jorge;Fruticultura;Alta;2017;47916
Serra;São Jorge;Fruticultura;Alta;2018;49000
Serra;São Jorge;Fruticultura;Baixa;2015;40000
Serra;São Jorge;Fruticultura;Baixa;2016;40000
Serra;São Jorge;Fruticultura;Baixa;2017;40000
Serra;São Jorge;Fruticultura;Baixa;2018;40000
Serra;São José do Herval;Fruticultura;Alta;2015;42250
Serra;São José do Herval;Fruticultura;Alta;2016;46140
Serra;São José do Herval;Fruticultura;Alta;2017;47916
Serra;São José do Herval;Fruticultura;Alta;2018;49000
Serra;São José do Herval;Fruticultura;Baixa;2015;40000
Serra;São José do Herval;Fruticultura;Baixa;2016;40000
Serra;São José do Herval;Fruticultura;Baixa;2017;40000
Serra;São José do Herval;Fruticultura;Baixa;2018;40000
Serra;São José do Hortêncio;Fruticultura;Alta;2015;42250
Serra;São José do Hortêncio;Fruticultura;Alta;2016;46140
Serra;São José do Hortêncio;Fruticultura;Alta;2017;47916
Serra;São José do Hortêncio;Fruticultura;Alta;2018;49000
Serra;São José do Hortêncio;Fruticultura;Baixa;2015;40000
Serra;São José do Hortêncio;Fruticultura;Baixa;2016;40000
Serra;São José do Hortêncio;Fruticultura;Baixa;2017;40000
Serra;São José do Hortêncio;Fruticultura;Baixa;2018;40000
Serra;São José do Sul;Fruticultura;Alta;2015;42250
Serra;São José do Sul;Fruticultura;Alta;2016;46140
Serra;São José do Sul;Fruticultura;Alta;2017;47916
Serra;São José do Sul;Fruticultura;Alta;2018;49000
Serra;São José do Sul;Fruticultura;Baixa;2015;40000
Serra;São José do Sul;Fruticultura;Baixa;2016;40000
Serra;São José do Sul;Fruticultura;Baixa;2017;40000
Serra;São José do Sul;Fruticultura;Baixa;2018;40000
Serra;São Marcos;Fruticultura;Alta;2015;42250
Serra;São Marcos;Fruticultura;Alta;2016;46140
Serra;São Marcos;Fruticultura;Alta;2017;47916
Serra;São Marcos;Fruticultura;Alta;2018;49000
Serra;São Marcos;Fruticultura;Baixa;2015;40000
Serra;São Marcos;Fruticultura;Baixa;2016;40000
Serra;São Marcos;Fruticultura;Baixa;2017;40000
Serra;São Marcos;Fruticultura;Baixa;2018;40000
Serra;São Pedro da Serra;Fruticultura;Alta;2015;42250
Serra;São Pedro da Serra;Fruticultura;Alta;2016;46140
Serra;São Pedro da Serra;Fruticultura;Alta;2017;47916
Serra;São Pedro da Serra;Fruticultura;Alta;2018;49000
Serra;São Pedro da Serra;Fruticultura;Baixa;2015;40000
Serra;São Pedro da Serra;Fruticultura;Baixa;2016;40000
Serra;São Pedro da Serra;Fruticultura;Baixa;2017;40000
Serra;São Pedro da Serra;Fruticultura;Baixa;2018;40000
Serra;São Sebastião do Caí;Fruticultura;Alta;2015;42250
Serra;São Sebastião do Caí;Fruticultura;Alta;2016;46140
Serra;São Sebastião do Caí;Fruticultura;Alta;2017;47916
Serra;São Sebastião do Caí;Fruticultura;Alta;2018;49000
Serra;São Sebastião do Caí;Fruticultura;Baixa;2015;40000
Serra;São Sebastião do Caí;Fruticultura;Baixa;2016;40000
Serra;São Sebastião do Caí;Fruticultura;Baixa;2017;40000
Serra;São Sebastião do Caí;Fruticultura;Baixa;2018;40000
Serra;São Valentim do Sul;Fruticultura;Alta;2015;42250
Serra;São Valentim do Sul;Fruticultura;Alta;2016;46140
Serra;São Valentim do Sul;Fruticultura;Alta;2017;47916
Serra;São Valentim do Sul;Fruticultura;Alta;2018;49000
Serra;São Valentim do Sul;Fruticultura;Baixa;2015;40000
Serra;São Valentim do Sul;Fruticultura;Baixa;2016;40000
Serra;São Valentim do Sul;Fruticultura;Baixa;2017;40000
Serra;São Valentim do Sul;Fruticultura;Baixa;2018;40000
Serra;São Vendelino;Fruticultura;Alta;2015;42250
Serra;São Vendelino;Fruticultura;Alta;2016;46140
Serra;São Vendelino;Fruticultura;Alta;2017;47916
Serra;São Vendelino;Fruticultura;Alta;2018;49000
Serra;São Vendelino;Fruticultura;Baixa;2015;40000
Serra;São Vendelino;Fruticultura;Baixa;2016;40000
Serra;São Vendelino;Fruticultura;Baixa;2017;40000
Serra;São Vendelino;Fruticultura;Baixa;2018;40000
Serra;Sapiranga;Fruticultura;Alta;2015;42250
Serra;Sapiranga;Fruticultura;Alta;2016;46140
Serra;Sapiranga;Fruticultura;Alta;2017;47916
Serra;Sapiranga;Fruticultura;Alta;2018;49000
Serra;Sapiranga;Fruticultura;Baixa;2015;40000
Serra;Sapiranga;Fruticultura;Baixa;2016;40000
Serra;Sapiranga;Fruticultura;Baixa;2017;40000
Serra;Sapiranga;Fruticultura;Baixa;2018;40000
Serra;Segredo;Fruticultura;Alta;2015;42250
Serra;Segredo;Fruticultura;Alta;2016;46140
Serra;Segredo;Fruticultura;Alta;2017;47916
Serra;Segredo;Fruticultura;Alta;2018;49000
Serra;Segredo;Fruticultura;Baixa;2015;40000
Serra;Segredo;Fruticultura;Baixa;2016;40000
Serra;Segredo;Fruticultura;Baixa;2017;40000
Serra;Segredo;Fruticultura;Baixa;2018;40000
Serra;Serafina Corrêa;Fruticultura;Alta;2015;42250
Serra;Serafina Corrêa;Fruticultura;Alta;2016;46140
Serra;Serafina Corrêa;Fruticultura;Alta;2017;47916
Serra;Serafina Corrêa;Fruticultura;Alta;2018;49000
Serra;Serafina Corrêa;Fruticultura;Baixa;2015;40000
Serra;Serafina Corrêa;Fruticultura;Baixa;2016;40000
Serra;Serafina Corrêa;Fruticultura;Baixa;2017;40000
Serra;Serafina Corrêa;Fruticultura;Baixa;2018;40000
Serra;Sério;Fruticultura;Alta;2015;42250
Serra;Sério;Fruticultura;Alta;2016;46140
Serra;Sério;Fruticultura;Alta;2017;47916
Serra;Sério;Fruticultura;Alta;2018;49000
Serra;Sério;Fruticultura;Baixa;2015;40000
Serra;Sério;Fruticultura;Baixa;2016;40000
Serra;Sério;Fruticultura;Baixa;2017;40000
Serra;Sério;Fruticultura;Baixa;2018;40000
Serra;Sinimbu;Fruticultura;Alta;2015;42250
Serra;Sinimbu;Fruticultura;Alta;2016;46140
Serra;Sinimbu;Fruticultura;Alta;2017;47916
Serra;Sinimbu;Fruticultura;Alta;2018;49000
Serra;Sinimbu;Fruticultura;Baixa;2015;40000
Serra;Sinimbu;Fruticultura;Baixa;2016;40000
Serra;Sinimbu;Fruticultura;Baixa;2017;40000
Serra;Sinimbu;Fruticultura;Baixa;2018;40000
Serra;Soledade;Fruticultura;Alta;2015;42250
Serra;Soledade;Fruticultura;Alta;2016;46140
Serra;Soledade;Fruticultura;Alta;2017;47916
Serra;Soledade;Fruticultura;Alta;2018;49000
Serra;Soledade;Fruticultura;Baixa;2015;40000
Serra;Soledade;Fruticultura;Baixa;2016;40000
Serra;Soledade;Fruticultura;Baixa;2017;40000
Serra;Soledade;Fruticultura;Baixa;2018;40000
Serra;Tabaí;Fruticultura;Alta;2015;42250
Serra;Tabaí;Fruticultura;Alta;2016;46140
Serra;Tabaí;Fruticultura;Alta;2017;47916
Serra;Tabaí;Fruticultura;Alta;2018;49000
Serra;Tabaí;Fruticultura;Baixa;2015;40000
Serra;Tabaí;Fruticultura;Baixa;2016;40000
Serra;Tabaí;Fruticultura;Baixa;2017;40000
Serra;Tabaí;Fruticultura;Baixa;2018;40000
Serra;Taquari;Fruticultura;Alta;2015;42250
Serra;Taquari;Fruticultura;Alta;2016;46140
Serra;Taquari;Fruticultura;Alta;2017;47916
Serra;Taquari;Fruticultura;Alta;2018;49000
Serra;Taquari;Fruticultura;Baixa;2015;40000
Serra;Taquari;Fruticultura;Baixa;2016;40000
Serra;Taquari;Fruticultura;Baixa;2017;40000
Serra;Taquari;Fruticultura;Baixa;2018;40000
Serra;Teutônia;Fruticultura;Alta;2015;42250
Serra;Teutônia;Fruticultura;Alta;2016;46140
Serra;Teutônia;Fruticultura;Alta;2017;47916
Serra;Teutônia;Fruticultura;Alta;2018;49000
Serra;Teutônia;Fruticultura;Baixa;2015;40000
Serra;Teutônia;Fruticultura;Baixa;2016;40000
Serra;Teutônia;Fruticultura;Baixa;2017;40000
Serra;Teutônia;Fruticultura;Baixa;2018;40000
Serra;Travesseiro;Fruticultura;Alta;2015;42250
Serra;Travesseiro;Fruticultura;Alta;2016;46140
Serra;Travesseiro;Fruticultura;Alta;2017;47916
Serra;Travesseiro;Fruticultura;Alta;2018;49000
Serra;Travesseiro;Fruticultura;Baixa;2015;40000
Serra;Travesseiro;Fruticultura;Baixa;2016;40000
Serra;Travesseiro;Fruticultura;Baixa;2017;40000
Serra;Travesseiro;Fruticultura;Baixa;2018;40000
Serra;Triunfo;Fruticultura;Alta;2015;42250
Serra;Triunfo;Fruticultura;Alta;2016;46140
Serra;Triunfo;Fruticultura;Alta;2017;47916
Serra;Triunfo;Fruticultura;Alta;2018;49000
Serra;Triunfo;Fruticultura;Baixa;2015;40000
Serra;Triunfo;Fruticultura;Baixa;2016;40000
Serra;Triunfo;Fruticultura;Baixa;2017;40000
Serra;Triunfo;Fruticultura;Baixa;2018;40000
Serra;Tunas;Fruticultura;Alta;2015;42250
Serra;Tunas;Fruticultura;Alta;2016;46140
Serra;Tunas;Fruticultura;Alta;2017;47916
Serra;Tunas;Fruticultura;Alta;2018;49000
Serra;Tunas;Fruticultura;Baixa;2015;40000
Serra;Tunas;Fruticultura;Baixa;2016;40000
Serra;Tunas;Fruticultura;Baixa;2017;40000
Serra;Tunas;Fruticultura;Baixa;2018;40000
Serra;Tupandi;Fruticultura;Alta;2015;42250
Serra;Tupandi;Fruticultura;Alta;2016;46140
Serra;Tupandi;Fruticultura;Alta;2017;47916
Serra;Tupandi;Fruticultura;Alta;2018;49000
Serra;Tupandi;Fruticultura;Baixa;2015;40000
