regiao;municipio;atividade;produção;ano;valor
Planalto;Muliterno;Pastagem;Baixa;2018;14000
Planalto;Não-Me-Toque;Grãos;Alta;2015;31183
Planalto;Não-Me-Toque;Grãos;Alta;2016;35500
Planalto;Não-Me-Toque;Grãos;Alta;2017;38400
Planalto;Não-Me-Toque;Grãos;Alta;2018;38400
Planalto;Não-Me-Toque;Grãos;Baixa;2015;22433
Planalto;Não-Me-Toque;Grãos;Baixa;2016;26700
Planalto;Não-Me-Toque;Grãos;Baixa;2017;25400
Planalto;Não-Me-Toque;Grãos;Baixa;2018;25400
Planalto;Não-Me-Toque;Pastagem;Baixa;2015;13022
Planalto;Não-Me-Toque;Pastagem;Baixa;2016;14000
Planalto;Não-Me-Toque;Pastagem;Baixa;2017;14000
Planalto;Não-Me-Toque;Pastagem;Baixa;2018;14000
Planalto;Nicolau Vergueiro;Grãos;Alta;2015;31183
Planalto;Nicolau Vergueiro;Grãos;Alta;2016;35500
Planalto;Nicolau Vergueiro;Grãos;Alta;2017;38400
Planalto;Nicolau Vergueiro;Grãos;Alta;2018;38400
Planalto;Nicolau Vergueiro;Grãos;Baixa;2015;22433
Planalto;Nicolau Vergueiro;Grãos;Baixa;2016;26700
Planalto;Nicolau Vergueiro;Grãos;Baixa;2017;25400
Planalto;Nicolau Vergueiro;Grãos;Baixa;2018;25400
Planalto;Nicolau Vergueiro;Pastagem;Baixa;2015;13022
Planalto;Nicolau Vergueiro;Pastagem;Baixa;2016;14000
Planalto;Nicolau Vergueiro;Pastagem;Baixa;2017;14000
Planalto;Nicolau Vergueiro;Pastagem;Baixa;2018;14000
Planalto;Nonoai;Grãos;Alta;2015;31183
Planalto;Nonoai;Grãos;Alta;2016;35500
Planalto;Nonoai;Grãos;Alta;2017;38400
Planalto;Nonoai;Grãos;Alta;2018;38400
Planalto;Nonoai;Grãos;Baixa;2015;22433
Planalto;Nonoai;Grãos;Baixa;2016;26700
Planalto;Nonoai;Grãos;Baixa;2017;25400
Planalto;Nonoai;Grãos;Baixa;2018;25400
Planalto;Nonoai;Pastagem;Baixa;2015;13022
Planalto;Nonoai;Pastagem;Baixa;2016;14000
Planalto;Nonoai;Pastagem;Baixa;2017;14000
Planalto;Nonoai;Pastagem;Baixa;2018;14000
Planalto;Nova Boa Vista;Grãos;Alta;2015;31183
Planalto;Nova Boa Vista;Grãos;Alta;2016;35500
Planalto;Nova Boa Vista;Grãos;Alta;2017;38400
Planalto;Nova Boa Vista;Grãos;Alta;2018;38400
Planalto;Nova Boa Vista;Grãos;Baixa;2015;22433
Planalto;Nova Boa Vista;Grãos;Baixa;2016;26700
Planalto;Nova Boa Vista;Grãos;Baixa;2017;25400
Planalto;Nova Boa Vista;Grãos;Baixa;2018;25400
Planalto;Nova Boa Vista;Pastagem;Baixa;2015;13022
Planalto;Nova Boa Vista;Pastagem;Baixa;2016;14000
Planalto;Nova Boa Vista;Pastagem;Baixa;2017;14000
Planalto;Nova Boa Vista;Pastagem;Baixa;2018;14000
Planalto;Nova Candelária;Grãos;Alta;2015;31183
Planalto;Nova Candelária;Grãos;Alta;2016;35500
Planalto;Nova Candelária;Grãos;Alta;2017;38400
Planalto;Nova Candelária;Grãos;Alta;2018;38400
Planalto;Nova Candelária;Grãos;Baixa;2015;22433
Planalto;Nova Candelária;Grãos;Baixa;2016;26700
Planalto;Nova Candelária;Grãos;Baixa;2017;25400
Planalto;Nova Candelária;Grãos;Baixa;2018;25400
Planalto;Nova Candelária;Pastagem;Baixa;2015;13022
Planalto;Nova Candelária;Pastagem;Baixa;2016;14000
Planalto;Nova Candelária;Pastagem;Baixa;2017;14000
Planalto;Nova Candelária;Pastagem;Baixa;2018;14000
Planalto;Nova Ramada;Grãos;Alta;2015;31183
Planalto;Nova Ramada;Grãos;Alta;2016;35500
Planalto;Nova Ramada;Grãos;Alta;2017;38400
Planalto;Nova Ramada;Grãos;Alta;2018;38400
Planalto;Nova Ramada;Grãos;Baixa;2015;22433
Planalto;Nova Ramada;Grãos;Baixa;2016;26700
Planalto;Nova Ramada;Grãos;Baixa;2017;25400
Planalto;Nova Ramada;Grãos;Baixa;2018;25400
Planalto;Nova Ramada;Pastagem;Baixa;2015;13022
Planalto;Nova Ramada;Pastagem;Baixa;2016;14000
Planalto;Nova Ramada;Pastagem;Baixa;2017;14000
Planalto;Nova Ramada;Pastagem;Baixa;2018;14000
Planalto;Novo Barreiro;Grãos;Alta;2015;31183
Planalto;Novo Barreiro;Grãos;Alta;2016;35500
Planalto;Novo Barreiro;Grãos;Alta;2017;38400
Planalto;Novo Barreiro;Grãos;Alta;2018;38400
Planalto;Novo Barreiro;Grãos;Baixa;2015;22433
Planalto;Novo Barreiro;Grãos;Baixa;2016;26700
Planalto;Novo Barreiro;Grãos;Baixa;2017;25400
Planalto;Novo Barreiro;Grãos;Baixa;2018;25400
Planalto;Novo Barreiro;Pastagem;Baixa;2015;13022
Planalto;Novo Barreiro;Pastagem;Baixa;2016;14000
Planalto;Novo Barreiro;Pastagem;Baixa;2017;14000
Planalto;Novo Barreiro;Pastagem;Baixa;2018;14000
Planalto;Novo Machado;Grãos;Alta;2015;31183
Planalto;Novo Machado;Grãos;Alta;2016;35500
Planalto;Novo Machado;Grãos;Alta;2017;38400
Planalto;Novo Machado;Grãos;Alta;2018;38400
Planalto;Novo Machado;Grãos;Baixa;2015;22433
Planalto;Novo Machado;Grãos;Baixa;2016;26700
Planalto;Novo Machado;Grãos;Baixa;2017;25400
Planalto;Novo Machado;Grãos;Baixa;2018;25400
Planalto;Novo Machado;Pastagem;Baixa;2015;13022
Planalto;Novo Machado;Pastagem;Baixa;2016;14000
Planalto;Novo Machado;Pastagem;Baixa;2017;14000
Planalto;Novo Machado;Pastagem;Baixa;2018;14000
Planalto;Novo Tiradentes;Grãos;Alta;2015;31183
Planalto;Novo Tiradentes;Grãos;Alta;2016;35500
Planalto;Novo Tiradentes;Grãos;Alta;2017;38400
Planalto;Novo Tiradentes;Grãos;Alta;2018;38400
Planalto;Novo Tiradentes;Grãos;Baixa;2015;22433
Planalto;Novo Tiradentes;Grãos;Baixa;2016;26700
Planalto;Novo Tiradentes;Grãos;Baixa;2017;25400
Planalto;Novo Tiradentes;Grãos;Baixa;2018;25400
Planalto;Novo Tiradentes;Pastagem;Baixa;2015;13022
Planalto;Novo Tiradentes;Pastagem;Baixa;2016;14000
Planalto;Novo Tiradentes;Pastagem;Baixa;2017;14000
Planalto;Novo Tiradentes;Pastagem;Baixa;2018;14000
Planalto;Novo Xingu;Grãos;Alta;2015;31183
Planalto;Novo Xingu;Grãos;Alta;2016;35500
Planalto;Novo Xingu;Grãos;Alta;2017;38400
Planalto;Novo Xingu;Grãos;Alta;2018;38400
Planalto;Novo Xingu;Grãos;Baixa;2015;22433
Planalto;Novo Xingu;Grãos;Baixa;2016;26700
Planalto;Novo Xingu;Grãos;Baixa;2017;25400
Planalto;Novo Xingu;Grãos;Baixa;2018;25400
Planalto;Novo Xingu;Pastagem;Baixa;2015;13022
Planalto;Novo Xingu;Pastagem;Baixa;2016;14000
Planalto;Novo Xingu;Pastagem;Baixa;2017;14000
Planalto;Novo Xingu;Pastagem;Baixa;2018;14000
Planalto;Paim Filho;Grãos;Alta;2015;31183
Planalto;Paim Filho;Grãos;Alta;2016;35500
Planalto;Paim Filho;Grãos;Alta;2017;38400
Planalto;Paim Filho;Grãos;Alta;2018;38400
Planalto;Paim Filho;Grãos;Baixa;2015;22433
Planalto;Paim Filho;Grãos;Baixa;2016;26700
Planalto;Paim Filho;Grãos;Baixa;2017;25400
Planalto;Paim Filho;Grãos;Baixa;2018;25400
Planalto;Paim Filho;Pastagem;Baixa;2015;13022
Planalto;Paim Filho;Pastagem;Baixa;2016;14000
Planalto;Paim Filho;Pastagem;Baixa;2017;14000
Planalto;Paim Filho;Pastagem;Baixa;2018;14000
Planalto;Palmeira das Missões;Grãos;Alta;2015;31183
Planalto;Palmeira das Missões;Grãos;Alta;2016;35500
Planalto;Palmeira das Missões;Grãos;Alta;2017;38400
Planalto;Palmeira das Missões;Grãos;Alta;2018;38400
Planalto;Palmeira das Missões;Grãos;Baixa;2015;22433
Planalto;Palmeira das Missões;Grãos;Baixa;2016;26700
Planalto;Palmeira das Missões;Grãos;Baixa;2017;25400
Planalto;Palmeira das Missões;Grãos;Baixa;2018;25400
Planalto;Palmeira das Missões;Pastagem;Baixa;2015;13022
Planalto;Palmeira das Missões;Pastagem;Baixa;2016;14000
Planalto;Palmeira das Missões;Pastagem;Baixa;2017;14000
Planalto;Palmeira das Missões;Pastagem;Baixa;2018;14000
Planalto;Palmitinho;Grãos;Alta;2015;31183
Planalto;Palmitinho;Grãos;Alta;2016;35500
Planalto;Palmitinho;Grãos;Alta;2017;38400
Planalto;Palmitinho;Grãos;Alta;2018;38400
Planalto;Palmitinho;Grãos;Baixa;2015;22433
Planalto;Palmitinho;Grãos;Baixa;2016;26700
Planalto;Palmitinho;Grãos;Baixa;2017;25400
Planalto;Palmitinho;Grãos;Baixa;2018;25400
Planalto;Palmitinho;Pastagem;Baixa;2015;13022
Planalto;Palmitinho;Pastagem;Baixa;2016;14000
Planalto;Palmitinho;Pastagem;Baixa;2017;14000
Planalto;Palmitinho;Pastagem;Baixa;2018;14000
Planalto;Panambi;Grãos;Alta;2015;31183
Planalto;Panambi;Grãos;Alta;2016;35500
Planalto;Panambi;Grãos;Alta;2017;38400
Planalto;Panambi;Grãos;Alta;2018;38400
Planalto;Panambi;Grãos;Baixa;2015;22433
Planalto;Panambi;Grãos;Baixa;2016;26700
Planalto;Panambi;Grãos;Baixa;2017;25400
Planalto;Panambi;Grãos;Baixa;2018;25400
Planalto;Panambi;Pastagem;Baixa;2015;13022
Planalto;Panambi;Pastagem;Baixa;2016;14000
Planalto;Panambi;Pastagem;Baixa;2017;14000
Planalto;Panambi;Pastagem;Baixa;2018;14000
Planalto;Passo Fundo;Grãos;Alta;2015;31183
Planalto;Passo Fundo;Grãos;Alta;2016;35500
Planalto;Passo Fundo;Grãos;Alta;2017;38400
Planalto;Passo Fundo;Grãos;Alta;2018;38400
Planalto;Passo Fundo;Grãos;Baixa;2015;22433
Planalto;Passo Fundo;Grãos;Baixa;2016;26700
Planalto;Passo Fundo;Grãos;Baixa;2017;25400
Planalto;Passo Fundo;Grãos;Baixa;2018;25400
Planalto;Passo Fundo;Pastagem;Baixa;2015;13022
Planalto;Passo Fundo;Pastagem;Baixa;2016;14000
Planalto;Passo Fundo;Pastagem;Baixa;2017;14000
Planalto;Passo Fundo;Pastagem;Baixa;2018;14000
Planalto;Paulo Bento;Grãos;Alta;2015;31183
Planalto;Paulo Bento;Grãos;Alta;2016;35500
Planalto;Paulo Bento;Grãos;Alta;2017;38400
Planalto;Paulo Bento;Grãos;Alta;2018;38400
Planalto;Paulo Bento;Grãos;Baixa;2015;22433
Planalto;Paulo Bento;Grãos;Baixa;2016;26700
Planalto;Paulo Bento;Grãos;Baixa;2017;25400
Planalto;Paulo Bento;Grãos;Baixa;2018;25400
Planalto;Paulo Bento;Pastagem;Baixa;2015;13022
Planalto;Paulo Bento;Pastagem;Baixa;2016;14000
Planalto;Paulo Bento;Pastagem;Baixa;2017;14000
Planalto;Paulo Bento;Pastagem;Baixa;2018;14000
Planalto;Pejuçara;Grãos;Alta;2015;31183
Planalto;Pejuçara;Grãos;Alta;2016;35500
Planalto;Pejuçara;Grãos;Alta;2017;38400
Planalto;Pejuçara;Grãos;Alta;2018;38400
Planalto;Pejuçara;Grãos;Baixa;2015;22433
Planalto;Pejuçara;Grãos;Baixa;2016;26700
Planalto;Pejuçara;Grãos;Baixa;2017;25400
Planalto;Pejuçara;Grãos;Baixa;2018;25400
Planalto;Pejuçara;Pastagem;Baixa;2015;13022
Planalto;Pejuçara;Pastagem;Baixa;2016;14000
Planalto;Pejuçara;Pastagem;Baixa;2017;14000
Planalto;Pejuçara;Pastagem;Baixa;2018;14000
Planalto;Pinhal;Grãos;Alta;2015;31183
Planalto;Pinhal;Grãos;Alta;2016;35500
Planalto;Pinhal;Grãos;Alta;2017;38400
Planalto;Pinhal;Grãos;Alta;2018;38400
Planalto;Pinhal;Grãos;Baixa;2015;22433
Planalto;Pinhal;Grãos;Baixa;2016;26700
Planalto;Pinhal;Grãos;Baixa;2017;25400
Planalto;Pinhal;Grãos;Baixa;2018;25400
Planalto;Pinhal;Pastagem;Baixa;2015;13022
Planalto;Pinhal;Pastagem;Baixa;2016;14000
Planalto;Pinhal;Pastagem;Baixa;2017;14000
Planalto;Pinhal;Pastagem;Baixa;2018;14000
Planalto;Pinhal Grande;Grãos;Alta;2015;31183
Planalto;Pinhal Grande;Grãos;Alta;2016;35500
Planalto;Pinhal Grande;Grãos;Alta;2017;38400
Planalto;Pinhal Grande;Grãos;Alta;2018;38400
Planalto;Pinhal Grande;Grãos;Baixa;2015;22433
Planalto;Pinhal Grande;Grãos;Baixa;2016;26700
Planalto;Pinhal Grande;Grãos;Baixa;2017;25400
Planalto;Pinhal Grande;Grãos;Baixa;2018;25400
Planalto;Pinhal Grande;Pastagem;Baixa;2015;13022
Planalto;Pinhal Grande;Pastagem;Baixa;2016;14000
Planalto;Pinhal Grande;Pastagem;Baixa;2017;14000
Planalto;Pinhal Grande;Pastagem;Baixa;2018;14000
Planalto;Pinheirinho do Vale;Grãos;Alta;2015;31183
Planalto;Pinheirinho do Vale;Grãos;Alta;2016;35500
Planalto;Pinheirinho do Vale;Grãos;Alta;2017;38400
Planalto;Pinheirinho do Vale;Grãos;Alta;2018;38400
Planalto;Pinheirinho do Vale;Grãos;Baixa;2015;22433
Planalto;Pinheirinho do Vale;Grãos;Baixa;2016;26700
Planalto;Pinheirinho do Vale;Grãos;Baixa;2017;25400
Planalto;Pinheirinho do Vale;Grãos;Baixa;2018;25400
Planalto;Pinheirinho do Vale;Pastagem;Baixa;2015;13022
Planalto;Pinheirinho do Vale;Pastagem;Baixa;2016;14000
Planalto;Pinheirinho do Vale;Pastagem;Baixa;2017;14000
Planalto;Pinheirinho do Vale;Pastagem;Baixa;2018;14000
Planalto;Planalto;Grãos;Alta;2015;31183
Planalto;Planalto;Grãos;Alta;2016;35500
Planalto;Planalto;Grãos;Alta;2017;38400
Planalto;Planalto;Grãos;Alta;2018;38400
Planalto;Planalto;Grãos;Baixa;2015;22433
Planalto;Planalto;Grãos;Baixa;2016;26700
Planalto;Planalto;Grãos;Baixa;2017;25400
Planalto;Planalto;Grãos;Baixa;2018;25400
Planalto;Planalto;Pastagem;Baixa;2015;13022
Planalto;Planalto;Pastagem;Baixa;2016;14000
Planalto;Planalto;Pastagem;Baixa;2017;14000
Planalto;Planalto;Pastagem;Baixa;2018;14000
Planalto;Pontão;Grãos;Alta;2015;31183
Planalto;Pontão;Grãos;Alta;2016;35500
Planalto;Pontão;Grãos;Alta;2017;38400
Planalto;Pontão;Grãos;Alta;2018;38400
Planalto;Pontão;Grãos;Baixa;2015;22433
Planalto;Pontão;Grãos;Baixa;2016;26700
Planalto;Pontão;Grãos;Baixa;2017;25400
Planalto;Pontão;Grãos;Baixa;2018;25400
Planalto;Pontão;Pastagem;Baixa;2015;13022
Planalto;Pontão;Pastagem;Baixa;2016;14000
Planalto;Pontão;Pastagem;Baixa;2017;14000
Planalto;Pontão;Pastagem;Baixa;2018;14000
Planalto;Ponte Preta;Grãos;Alta;2015;31183
Planalto;Ponte Preta;Grãos;Alta;2016;35500
Planalto;Ponte Preta;Grãos;Alta;2017;38400
Planalto;Ponte Preta;Grãos;Alta;2018;38400
Planalto;Ponte Preta;Grãos;Baixa;2015;22433
Planalto;Ponte Preta;Grãos;Baixa;2016;26700
Planalto;Ponte Preta;Grãos;Baixa;2017;25400
Planalto;Ponte Preta;Grãos;Baixa;2018;25400
Planalto;Ponte Preta;Pastagem;Baixa;2015;13022
Planalto;Ponte Preta;Pastagem;Baixa;2016;14000
Planalto;Ponte Preta;Pastagem;Baixa;2017;14000
Planalto;Ponte Preta;Pastagem;Baixa;2018;14000
Planalto;Porto Lucena;Grãos;Alta;2015;31183
Planalto;Porto Lucena;Grãos;Alta;2016;35500
Planalto;Porto Lucena;Grãos;Alta;2017;38400
Planalto;Porto Lucena;Grãos;Alta;2018;38400
Planalto;Porto Lucena;Grãos;Baixa;2015;22433
Planalto;Porto Lucena;Grãos;Baixa;2016;26700
Planalto;Porto Lucena;Grãos;Baixa;2017;25400
Planalto;Porto Lucena;Grãos;Baixa;2018;25400
Planalto;Porto Lucena;Pastagem;Baixa;2015;13022
Planalto;Porto Lucena;Pastagem;Baixa;2016;14000
Planalto;Porto Lucena;Pastagem;Baixa;2017;14000
Planalto;Porto Lucena;Pastagem;Baixa;2018;14000
Planalto;Porto Mauá;Grãos;Alta;2015;31183
Planalto;Porto Mauá;Grãos;Alta;2016;35500
Planalto;Porto Mauá;Grãos;Alta;2017;38400
Planalto;Porto Mauá;Grãos;Alta;2018;38400
Planalto;Porto Mauá;Grãos;Baixa;2015;22433
Planalto;Porto Mauá;Grãos;Baixa;2016;26700
Planalto;Porto Mauá;Grãos;Baixa;2017;25400
Planalto;Porto Mauá;Grãos;Baixa;2018;25400
Planalto;Porto Mauá;Pastagem;Baixa;2015;13022
Planalto;Porto Mauá;Pastagem;Baixa;2016;14000
Planalto;Porto Mauá;Pastagem;Baixa;2017;14000
Planalto;Porto Mauá;Pastagem;Baixa;2018;14000
Planalto;Porto Vera Cruz;Grãos;Alta;2015;31183
Planalto;Porto Vera Cruz;Grãos;Alta;2016;35500
Planalto;Porto Vera Cruz;Grãos;Alta;2017;38400
Planalto;Porto Vera Cruz;Grãos;Alta;2018;38400
Planalto;Porto Vera Cruz;Grãos;Baixa;2015;22433
Planalto;Porto Vera Cruz;Grãos;Baixa;2016;26700
Planalto;Porto Vera Cruz;Grãos;Baixa;2017;25400
Planalto;Porto Vera Cruz;Grãos;Baixa;2018;25400
Planalto;Porto Vera Cruz;Pastagem;Baixa;2015;13022
Planalto;Porto Vera Cruz;Pastagem;Baixa;2016;14000
Planalto;Porto Vera Cruz;Pastagem;Baixa;2017;14000
Planalto;Porto Vera Cruz;Pastagem;Baixa;2018;14000
Planalto;Quatro Irmãos;Grãos;Alta;2015;31183
Planalto;Quatro Irmãos;Grãos;Alta;2016;35500
Planalto;Quatro Irmãos;Grãos;Alta;2017;38400
Planalto;Quatro Irmãos;Grãos;Alta;2018;38400
Planalto;Quatro Irmãos;Grãos;Baixa;2015;22433
Planalto;Quatro Irmãos;Grãos;Baixa;2016;26700
Planalto;Quatro Irmãos;Grãos;Baixa;2017;25400
Planalto;Quatro Irmãos;Grãos;Baixa;2018;25400
Planalto;Quatro Irmãos;Pastagem;Baixa;2015;13022
Planalto;Quatro Irmãos;Pastagem;Baixa;2016;14000
Planalto;Quatro Irmãos;Pastagem;Baixa;2017;14000
Planalto;Quatro Irmãos;Pastagem;Baixa;2018;14000
Planalto;Quinze de Novembro;Grãos;Alta;2015;31183
Planalto;Quinze de Novembro;Grãos;Alta;2016;35500
Planalto;Quinze de Novembro;Grãos;Alta;2017;38400
Planalto;Quinze de Novembro;Grãos;Alta;2018;38400
Planalto;Quinze de Novembro;Grãos;Baixa;2015;22433
Planalto;Quinze de Novembro;Grãos;Baixa;2016;26700
Planalto;Quinze de Novembro;Grãos;Baixa;2017;25400
Planalto;Quinze de Novembro;Grãos;Baixa;2018;25400
Planalto;Quinze de Novembro;Pastagem;Baixa;2015;13022
Planalto;Quinze de Novembro;Pastagem;Baixa;2016;14000
Planalto;Quinze de Novembro;Pastagem;Baixa;2017;14000
Planalto;Quinze de Novembro;Pastagem;Baixa;2018;14000
Planalto;Redentora;Grãos;Alta;2015;31183
Planalto;Redentora;Grãos;Alta;2016;35500
Planalto;Redentora;Grãos;Alta;2017;38400
Planalto;Redentora;Grãos;Alta;2018;38400
Planalto;Redentora;Grãos;Baixa;2015;22433
Planalto;Redentora;Grãos;Baixa;2016;26700
Planalto;Redentora;Grãos;Baixa;2017;25400
Planalto;Redentora;Grãos;Baixa;2018;25400
Planalto;Redentora;Pastagem;Baixa;2015;13022
Planalto;Redentora;Pastagem;Baixa;2016;14000
Planalto;Redentora;Pastagem;Baixa;2017;14000
Planalto;Redentora;Pastagem;Baixa;2018;14000
Planalto;Rio dos Índios;Grãos;Alta;2015;31183
Planalto;Rio dos Índios;Grãos;Alta;2016;35500
Planalto;Rio dos Índios;Grãos;Alta;2017;38400
Planalto;Rio dos Índios;Grãos;Alta;2018;38400
Planalto;Rio dos Índios;Grãos;Baixa;2015;22433
Planalto;Rio dos Índios;Grãos;Baixa;2016;26700
Planalto;Rio dos Índios;Grãos;Baixa;2017;25400
Planalto;Rio dos Índios;Grãos;Baixa;2018;25400
Planalto;Rio dos Índios;Pastagem;Baixa;2015;13022
Planalto;Rio dos Índios;Pastagem;Baixa;2016;14000
Planalto;Rio dos Índios;Pastagem;Baixa;2017;14000
Planalto;Rio dos Índios;Pastagem;Baixa;2018;14000
Planalto;Rodeio Bonito;Grãos;Alta;2015;31183
Planalto;Rodeio Bonito;Grãos;Alta;2016;35500
Planalto;Rodeio Bonito;Grãos;Alta;2017;38400
Planalto;Rodeio Bonito;Grãos;Alta;2018;38400
Planalto;Rodeio Bonito;Grãos;Baixa;2015;22433
Planalto;Rodeio Bonito;Grãos;Baixa;2016;26700
Planalto;Rodeio Bonito;Grãos;Baixa;2017;25400
Planalto;Rodeio Bonito;Grãos;Baixa;2018;25400
Planalto;Rodeio Bonito;Pastagem;Baixa;2015;13022
Planalto;Rodeio Bonito;Pastagem;Baixa;2016;14000
Planalto;Rodeio Bonito;Pastagem;Baixa;2017;14000
Planalto;Rodeio Bonito;Pastagem;Baixa;2018;14000
Planalto;Ronda Alta;Grãos;Alta;2015;31183
Planalto;Ronda Alta;Grãos;Alta;2016;35500
Planalto;Ronda Alta;Grãos;Alta;2017;38400
Planalto;Ronda Alta;Grãos;Alta;2018;38400
Planalto;Ronda Alta;Grãos;Baixa;2015;22433
Planalto;Ronda Alta;Grãos;Baixa;2016;26700
Planalto;Ronda Alta;Grãos;Baixa;2017;25400
Planalto;Ronda Alta;Grãos;Baixa;2018;25400
Planalto;Ronda Alta;Pastagem;Baixa;2015;13022
Planalto;Ronda Alta;Pastagem;Baixa;2016;14000
Planalto;Ronda Alta;Pastagem;Baixa;2017;14000
Planalto;Ronda Alta;Pastagem;Baixa;2018;14000
Planalto;Rondinha;Grãos;Alta;2015;31183
Planalto;Rondinha;Grãos;Alta;2016;35500
Planalto;Rondinha;Grãos;Alta;2017;38400
Planalto;Rondinha;Grãos;Alta;2018;38400
Planalto;Rondinha;Grãos;Baixa;2015;22433
Planalto;Rondinha;Grãos;Baixa;2016;26700
Planalto;Rondinha;Grãos;Baixa;2017;25400
Planalto;Rondinha;Grãos;Baixa;2018;25400
Planalto;Rondinha;Pastagem;Baixa;2015;13022
Planalto;Rondinha;Pastagem;Baixa;2016;14000
Planalto;Rondinha;Pastagem;Baixa;2017;14000
Planalto;Rondinha;Pastagem;Baixa;2018;14000
Planalto;Sagrada Família;Grãos;Alta;2015;31183
Planalto;Sagrada Família;Grãos;Alta;2016;35500
Planalto;Sagrada Família;Grãos;Alta;2017;38400
Planalto;Sagrada Família;Grãos;Alta;2018;38400
Planalto;Sagrada Família;Grãos;Baixa;2015;22433
Planalto;Sagrada Família;Grãos;Baixa;2016;26700
Planalto;Sagrada Família;Grãos;Baixa;2017;25400
Planalto;Sagrada Família;Grãos;Baixa;2018;25400
Planalto;Sagrada Família;Pastagem;Baixa;2015;13022
Planalto;Sagrada Família;Pastagem;Baixa;2016;14000
Planalto;Sagrada Família;Pastagem;Baixa;2017;14000
Planalto;Sagrada Família;Pastagem;Baixa;2018;14000
Planalto;Saldanha Marinho;Grãos;Alta;2015;31183
Planalto;Saldanha Marinho;Grãos;Alta;2016;35500
Planalto;Saldanha Marinho;Grãos;Alta;2017;38400
Planalto;Saldanha Marinho;Grãos;Alta;2018;38400
Planalto;Saldanha Marinho;Grãos;Baixa;2015;22433
Planalto;Saldanha Marinho;Grãos;Baixa;2016;26700
Planalto;Saldanha Marinho;Grãos;Baixa;2017;25400
Planalto;Saldanha Marinho;Grãos;Baixa;2018;25400
Planalto;Saldanha Marinho;Pastagem;Baixa;2015;13022
Planalto;Saldanha Marinho;Pastagem;Baixa;2016;14000
Planalto;Saldanha Marinho;Pastagem;Baixa;2017;14000
Planalto;Saldanha Marinho;Pastagem;Baixa;2018;14000
Planalto;Salto do Jacuí;Grãos;Alta;2015;31183
Planalto;Salto do Jacuí;Grãos;Alta;2016;35500
Planalto;Salto do Jacuí;Grãos;Alta;2017;38400
Planalto;Salto do Jacuí;Grãos;Alta;2018;38400
Planalto;Salto do Jacuí;Grãos;Baixa;2015;22433
Planalto;Salto do Jacuí;Grãos;Baixa;2016;26700
Planalto;Salto do Jacuí;Grãos;Baixa;2017;25400
Planalto;Salto do Jacuí;Grãos;Baixa;2018;25400
Planalto;Salto do Jacuí;Pastagem;Baixa;2015;13022
Planalto;Salto do Jacuí;Pastagem;Baixa;2016;14000
Planalto;Salto do Jacuí;Pastagem;Baixa;2017;14000
Planalto;Salto do Jacuí;Pastagem;Baixa;2018;14000
Planalto;Sananduva;Grãos;Alta;2015;31183
Planalto;Sananduva;Grãos;Alta;2016;35500
Planalto;Sananduva;Grãos;Alta;2017;38400
Planalto;Sananduva;Grãos;Alta;2018;38400
Planalto;Sananduva;Grãos;Baixa;2015;22433
Planalto;Sananduva;Grãos;Baixa;2016;26700
Planalto;Sananduva;Grãos;Baixa;2017;25400
Planalto;Sananduva;Grãos;Baixa;2018;25400
Planalto;Sananduva;Pastagem;Baixa;2015;13022
Planalto;Sananduva;Pastagem;Baixa;2016;14000
Planalto;Sananduva;Pastagem;Baixa;2017;14000
Planalto;Sananduva;Pastagem;Baixa;2018;14000
Planalto;Santa Bárbara do Sul;Grãos;Alta;2015;31183
Planalto;Santa Bárbara do Sul;Grãos;Alta;2016;35500
Planalto;Santa Bárbara do Sul;Grãos;Alta;2017;38400
Planalto;Santa Bárbara do Sul;Grãos;Alta;2018;38400
Planalto;Santa Bárbara do Sul;Grãos;Baixa;2015;22433
Planalto;Santa Bárbara do Sul;Grãos;Baixa;2016;26700
Planalto;Santa Bárbara do Sul;Grãos;Baixa;2017;25400
Planalto;Santa Bárbara do Sul;Grãos;Baixa;2018;25400
Planalto;Santa Bárbara do Sul;Pastagem;Baixa;2015;13022
Planalto;Santa Bárbara do Sul;Pastagem;Baixa;2016;14000
Planalto;Santa Bárbara do Sul;Pastagem;Baixa;2017;14000
Planalto;Santa Bárbara do Sul;Pastagem;Baixa;2018;14000
Planalto;Santa Cecília do Sul;Grãos;Alta;2015;31183
Planalto;Santa Cecília do Sul;Grãos;Alta;2016;35500
Planalto;Santa Cecília do Sul;Grãos;Alta;2017;38400
Planalto;Santa Cecília do Sul;Grãos;Alta;2018;38400
Planalto;Santa Cecília do Sul;Grãos;Baixa;2015;22433
Planalto;Santa Cecília do Sul;Grãos;Baixa;2016;26700
Planalto;Santa Cecília do Sul;Grãos;Baixa;2017;25400
Planalto;Santa Cecília do Sul;Grãos;Baixa;2018;25400
Planalto;Santa Cecília do Sul;Pastagem;Baixa;2015;13022
Planalto;Santa Cecília do Sul;Pastagem;Baixa;2016;14000
Planalto;Santa Cecília do Sul;Pastagem;Baixa;2017;14000
Planalto;Santa Cecília do Sul;Pastagem;Baixa;2018;14000
Planalto;Santa Rosa;Grãos;Alta;2015;31183
Planalto;Santa Rosa;Grãos;Alta;2016;35500
Planalto;Santa Rosa;Grãos;Alta;2017;38400
Planalto;Santa Rosa;Grãos;Alta;2018;38400
Planalto;Santa Rosa;Grãos;Baixa;2015;22433
Planalto;Santa Rosa;Grãos;Baixa;2016;26700
